Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'reg:linear', 'learning_rate': 0.05, 'subsample': 1, 'min_child_weight': 1, 'n_estimators': 1000, 'silent': True}.
The result is 
     test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
341        3.775914       0.055986         3.697754        0.030409
342        3.775791       0.055952         3.697513        0.030427
343        3.775636       0.055874         3.697207        0.030487
344        3.775632       0.055854         3.696968        0.030481
345        3.775598       0.055840         3.696770        0.030467
346        3.775460       0.055873         3.696454        0.030420
347        3.775440       0.055953         3.696208        0.030441
348        3.775316       0.055956         3.695923        0.030464
349        3.775187       0.055957         3.695716        0.030480
350        3.775066       0.055949         3.695456        0.030515
351        3.775007       0.055887         3.695255        0.030480
352        3.774894       0.055867         3.694995        0.030531
353        3.774843       0.055792         3.694702        0.030499
354        3.774744       0.055774         3.694476        0.030489
355        3.774728       0.055770         3.694282        0.030475
356        3.774628       0.055786         3.693950        0.030563
357        3.774550       0.055794         3.693655        0.030527
358        3.774416       0.055740         3.693418        0.030562
359        3.774323       0.055690         3.693178        0.030594
360        3.774240       0.055629         3.692910        0.030651
361        3.774085       0.055752         3.692653        0.030648
362        3.773941       0.055826         3.692429        0.030604
363        3.773940       0.055770         3.692178        0.030628
364        3.773839       0.055743         3.691994        0.030602

[365 rows x 4 columns]
Now we are training and validating hyperperameters: {'max_depth': 3, 'objective': 'count:poisson', 'learning_rate': 0.05, 'subsample': 0.7, 'min_child_weight': 1, 'n_estimators': 1000, 'silent': True}.
The result is 
     test-rmse-mean  test-rmse-std  train-rmse-mean  train-rmse-std
0          5.305931       0.067146         5.306250        0.033492
1          5.293807       0.067143         5.294127        0.033491
2          5.281290       0.067139         5.281610        0.033488
3          5.268368       0.067135         5.268689        0.033486
4          5.255032       0.067130         5.255354        0.033483
5          5.241268       0.067125         5.241591        0.033479
6          5.227068       0.067118         5.227391        0.033476
7          5.212418       0.067110         5.212743        0.033471
8          5.197309       0.067102         5.197633        0.033466
9          5.181727       0.067093         5.182052        0.033461
10         5.165662       0.067081         5.165989        0.033455
11         5.149103       0.067068         5.149431        0.033448
12         5.132039       0.067053         5.132367        0.033441
13         5.114458       0.067037         5.114788        0.033432
14         5.096349       0.067018         5.096681        0.033422
15         5.077705       0.066998         5.078037        0.033412
16         5.058513       0.066976         5.058845        0.033400
17         5.038762       0.066951         5.039095        0.033386
18         5.018446       0.066923         5.018779        0.033371
19         4.997554       0.066892         4.997888        0.033355
20         4.976100       0.066831         4.976434        0.033360
21         4.954099       0.066792         4.954428        0.033343
22         4.931506       0.066750         4.931831        0.033317
23         4.908327       0.066711         4.908635        0.033290
24         4.884551       0.066674         4.884849        0.033254
25         4.860214       0.066633         4.860499        0.033206
26         4.835265       0.066590         4.835542        0.033159
27         4.809761       0.066502         4.810004        0.033136
28         4.783799       0.066529         4.784023        0.032987
29         4.757358       0.066436         4.757561        0.032940
..              ...            ...              ...             ...
359        3.766983       0.055035         3.680959        0.030388
360        3.766910       0.055045         3.680635        0.030483
361        3.766742       0.055051         3.680374        0.030479
362        3.766682       0.055036         3.680098        0.030571
363        3.766557       0.054947         3.679821        0.030587
364        3.766479       0.054989         3.679559        0.030598
365        3.766409       0.054980         3.679311        0.030608
366        3.766270       0.055059         3.678980        0.030588
367        3.766117       0.055159         3.678739        0.030595
368        3.766056       0.055132         3.678524        0.030566
369        3.765996       0.055093         3.678245        0.030559
370        3.765931       0.055111         3.677948        0.030544
371        3.765827       0.055100         3.677680        0.030529
372        3.765782       0.055077         3.677436        0.030480
373        3.765706       0.055067         3.677118        0.030596
374        3.765610       0.055042         3.676894        0.030632
375        3.765579       0.055055         3.676741        0.030615
376        3.765522       0.054990         3.676509        0.030582
377        3.765484       0.054976         3.676298        0.030615
378        3.765275       0.055029         3.675971        0.030565
379        3.765258       0.054946         3.675677        0.030608
380        3.765191       0.054982         3.675463        0.030566
381        3.765137       0.054992         3.675133        0.030660
382        3.765125       0.054970         3.674884        0.030781
383        3.764964       0.054940         3.674589        0.030789
384        3.764950       0.054970         3.674375        0.030815
385        3.764813       0.054984         3.674061        0.030855
386        3.764681       0.054993         3.673772        0.030842
387        3.764584       0.054915         3.673515        0.030861
388        3.764492       0.054890         3.673238        0.030870

[389 rows x 4 columns]
